,icl_prompt,ground_truth,target_attributes,GPT 4 Response,born,died,year
63,"Mairead, Corrigan, ""for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland"", Peace: 1944
Carlos Filipe Ximenes, Belo, ""for their work towards a just and peaceful solution to the conflict in East Timor"", Peace: 1948
Gerhart, Hauptmann, ""primarily in recognition of his fruitful varied and outstanding production in the realm of dramatic art"", Literature: 1862
Philip, Noel-Baker, ""for his longstanding contribution to the cause of disarmament and peace"", Peace: ",1889,born,1889,1889,1982,1959
64,"Patrick, Modiano, ""for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation"", Literature: 1945
Vitaly L., Ginzburg, ""for pioneering contributions to the theory of superconductors and superfluids"", Physics: 1916
Mikhail, Gorbachev, ""for the leading role he played in the radical changes in East-West relations"", Peace: 1931
Adolf, von Baeyer, ""in recognition of his services in the advancement of organic chemistry and the chemical industry through his work on organic dyes and hydroaromatic compounds"", Chemistry: ",1835,born,1905,1835,1917,1905
65,"Roy J., Glauber, ""for his contribution to the quantum theory of optical coherence"", Physics: 1925
Sir James W., Black, ""for their discoveries of important principles for drug treatment"", Medicine: 1924
Roger D., Kornberg, ""for his studies of the molecular basis of eukaryotic transcription"", Chemistry: 1947
Maurice, Maeterlinck, ""in appreciation of his many-sided literary activities and especially of his dramatic works which are distinguished by a wealth of imagination and by a poetic fancy which reveals sometimes in the guise of a fairy tale a deep inspiration while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations"", Literature: ",1862,born,1911,1862,1949,1911
66,"Leo, Esaki, ""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively"", Physics: 1925
Myron, Scholes, ""for a new method to determine the value of derivatives"", Economics: 1941
Alexis, Carrel, ""in recognition of his work on vascular suture and the transplantation of blood vessels and organs"", Medicine: 1873
Jeffrey C., Hall, ""for their discoveries of molecular mechanisms controlling the circadian rhythm"", Medicine: ",1945,born,1947,1945,,2017
67,"James A., Mirrlees, ""for their fundamental contributions to the economic theory of incentives under asymmetric information"", Economics: 1936
Barack, Obama, ""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples"", Peace: 1961
Max, von Laue, ""for his discovery of the diffraction of X-rays by crystals"", Physics: 1879
Cordell, Hull, ""for his indefatigable work for international understanding and his pivotal role in establishing the United Nations"", Peace: ",1871,born,1871,1871,1955,1945
68,"Owen Willans, Richardson, ""for his work on the thermionic phenomenon and especially for the discovery of the law named after him"", Physics: 1879
Sydney, Brenner, ""for their discoveries concerning genetic regulation of organ development and programmed cell death'"", Medicine: 1927
Hans G., Dehmelt, ""for the development of the ion trap technique"", Physics: 1922
Eugene, Wigner, ""for his contributions to the theory of the atomic nucleus and the elementary particles particularly through the discovery and application of fundamental symmetry principles"", Physics: ",1902,born,1902,1902,1995,1963
69,"Elinor, Ostrom, ""for her analysis of economic governance especially the commons"", Economics: 1933
Robert J., Shiller, ""for their empirical analysis of asset prices"", Economics: 1946
Frances H., Arnold, ""for the directed evolution of enzymes"", Chemistry: 1956
Carolyn, Bertozzi, ""for the development of click chemistry and bioorthogonal chemistry"", Chemistry: ",1966,born,1962,1966,,2022
70,"Arthur, Kornberg, ""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid"", Medicine: 1918
William A., Fowler, ""for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe"", Physics: 1911
Subramanyan, Chandrasekhar, ""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars"", Physics: 1910
Julian, Schwinger, ""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles"", Physics: ",1918,born,1918,1918,1994,1965
71,"Herta, Müller, ""who with the concentration of poetry and the frankness of prose depicts the landscape of the dispossessed"", Literature: 1953
Andrea, Ghez, ""for the discovery of a supermassive compact object at the centre of our galaxy"", Physics: 1965
Arthur, Henderson, ""for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34"", Peace: 1863
Georg, von Békésy, ""for his discoveries of the physical mechanism of stimulation within the cochlea"", Medicine: ",1899,born,1899,1899,1972,1961
72,"Max, Planck, ""in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta"", Physics: 1858
Alva, Myrdal, ""for their work for disarmament and nuclear and weapon-free zones"", Peace: 1902
Peter, Agre, ""for the discovery of water channels"", Chemistry: 1949
Harold C., Urey, ""for his discovery of heavy hydrogen"", Chemistry: ",1893,born,1893,1893,1981,1934
73,"Tomas, Tranströmer, ""because through his condensed translucent images he gives us fresh access to reality"", Literature: 1931
Oliver, Smithies, ""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells"", Medicine: 1925
Czeslaw, Milosz, ""who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts"", Literature: 1911
Boris, Pasternak, ""for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition"", Literature: ",1890,born,1890,1890,1960,1958
74,"Jan, Tinbergen, ""for having developed and applied dynamic models for the analysis of economic processes"", Economics: 1903
Winston, Churchill, ""for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values"", Literature: 1874
Aziz, Sancar, ""for mechanistic studies of DNA repair"", Chemistry: 1946
Dickinson W., Richards, ""for their discoveries concerning heart catheterization and pathological changes in the circulatory system"", Medicine: ",1895,born,1895,1895,1973,1956
75,"Dag, Hammarskjöld, ""for developing the UN into an effective and constructive international organization capable of giving life to the principles and aims expressed in the UN Charter"", Peace: 1905
Odysseus, Elytis, ""for his poetry which against the background of Greek tradition depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness"", Literature: 1911
Louise, Glück, ""for her unmistakable poetic voice that with austere beauty makes individual existence universal"", Literature: 1943
Frederick, Sanger, ""for their contributions concerning the determination of base sequences in nucleic acids"", Chemistry: ",1918,born,1918,1918,2013,1980
76,"Ludwig, Quidde, ""for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation"", Peace: 1858
Arieh, Warshel, ""for the development of multiscale models for complex chemical systems"", Chemistry: 1940
Leon M., Lederman, ""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino"", Physics: 1922
Paul J., Flory, ""for his fundamental achievements both theoretical and experimental in the physical chemistry of the macromolecules"", Chemistry: ",1910,born,1910,1910,1985,1974
77,"Akira, Suzuki, ""for palladium-catalyzed cross couplings in organic synthesis"", Chemistry: 1930
Charles, Rice, ""for the discovery of Hepatitis C virus"", Medicine: 1952
Mairead, Corrigan, ""for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland"", Peace: 1944
Hans, von Euler-Chelpin, ""for their investigations on the fermentation of sugar and fermentative enzymes"", Chemistry: ",1873,born,1929,1873,1964,1929
78,"J. Michael, Kosterlitz, ""for theoretical discoveries of topological phase transitions and topological phases of matter"", Physics: 1943
Salvatore, Quasimodo, ""for his lyrical poetry which with classical fire expresses the tragic experience of life in our own times"", Literature: 1901
Francis, Crick, ""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material"", Medicine: 1916
Alfonso, García Robles, ""for their work for disarmament and nuclear and weapon-free zones"", Peace: ",1911,born,1911,1911,1991,1982
